,ID,E_Brent,C_polimero,PPM,Costo_Kw_hr,reg_f,ecp_z,capex_p_x_v,opex_p_y_v,produccion_p_y_v,VPN_Basica_porta,VPN_incremental_porta,VPN_Basica,VPN_incremental,VPN_Total,EFI_INCREMENTAL,capex,opex_basica,opex_incremental,volumen_B_LE,volumen_I_LE,volumen_T_LE,volumen_B_LE_p,volumen_I_LE_p,volumen_T_LE_p,LE_year_p,LE_year_b,lc_p,lc_b,dc_p,dc_b,opex_ing_p,capex_ing_p,impuesto_ing_p,ingreso_ing_p,abandono_ing_p,opex_ing_b,capex_ing_b,impuesto_ing_b,ingreso_ing_b,abandono_ing_b
0,0,25,3.2,550,244,0,0,0.5,0.5,0.5,0,7625.6731,0,-33731.2242,-33731.2242,0.0,52615.9008,0,201251.9684,0.0,5.52212291958939,5.52212291958939,0.0,5.52212291958939,5.52212291958939,2055.0,2055.0,15.953,15.953,4.5259,4.5259,50329.4958,25083.6465,7110.4494,90149.2648,0,50329.4958,25083.6465,0,41681.9181,0
1,1,30,3.2,550,244,0,0,0.5,0.5,0.5,0,7625.6731,0,-33731.2242,-33731.2242,0.0,52615.9008,0,201251.9684,0.0,5.52212291958939,5.52212291958939,0.0,5.52212291958939,5.52212291958939,2055.0,2055.0,15.953,15.953,4.5259,4.5259,50329.4958,25083.6465,7110.4494,90149.2648,0,50329.4958,25083.6465,0,41681.9181,0
2,2,35,3.2,550,244,0,0,0.5,0.5,0.5,0,7625.6731,0,-15373.4187,-15373.4187,0.0,52615.9008,0,201251.9684,0.0,5.52212291958939,5.52212291958939,0.0,5.52212291958939,5.52212291958939,2055.0,2055.0,15.953,15.953,4.5259,4.5259,50329.4958,25083.6465,7110.4494,90149.2648,0,50329.4958,25083.6465,1029.1331,61068.8568,0
3,3,40,3.2,550,244,0,0,0.5,0.5,0.5,0,7625.6731,0,-7304.4277,-7304.4277,0.0,52615.9008,0,201251.9684,0.0,5.52212291958939,5.52212291958939,0.0,5.52212291958939,5.52212291958939,2055.0,2055.0,15.953,15.953,4.5259,4.5259,50329.4958,25083.6465,7110.4494,90149.2648,0,50329.4958,25083.6465,2653.6115,70762.3261,0
4,4,45,3.2,550,244,0,0,0.5,0.5,0.5,0,7625.6731,0,-7304.4277,-7304.4277,0.0,52615.9008,0,201251.9684,0.0,5.52212291958939,5.52212291958939,0.0,5.52212291958939,5.52212291958939,2055.0,2055.0,15.953,15.953,4.5259,4.5259,50329.4958,25083.6465,7110.4494,90149.2648,0,50329.4958,25083.6465,2653.6115,70762.3261,0
5,5,50,3.2,550,244,0,0,0.5,0.5,0.5,0,7625.6731,0,7625.6731,7625.6731,0.5874709965296848,52615.9008,0,201251.9684,0.0,5.52212291958939,5.52212291958939,0.0,5.52212291958939,5.52212291958939,2055.0,2055.0,15.953,15.953,4.5259,4.5259,50329.4958,25083.6465,7110.4494,90149.2648,0,50329.4958,25083.6465,7110.4494,90149.2648,0
6,6,55,3.2,550,244,0,0,0.5,0.5,0.5,0,7625.6731,0,14658.9482,14658.9482,0.973911330372294,52615.9008,0,201251.9684,0.0,5.52212291958939,5.52212291958939,0.0,5.52212291958939,5.52212291958939,2055.0,2055.0,15.953,15.953,4.5259,4.5259,50329.4958,25083.6465,7110.4494,90149.2648,0,50329.4958,25083.6465,9770.6436,99842.7341,0
7,7,60,3.2,550,244,0,0,0.5,0.5,0.5,0,7625.6731,0,21601.2967,21601.2967,1.360351664214903,52615.9008,0,201251.9684,0.0,5.52212291958939,5.52212291958939,0.0,5.52212291958939,5.52212291958939,2055.0,2055.0,15.953,15.953,4.5259,4.5259,50329.4958,25083.6465,7110.4494,90149.2648,0,50329.4958,25083.6465,12521.7645,109536.2035,0
8,8,25,3.2,550,244,0,0,0.55,0.5,0.5,0,5117.3084,0,-36239.5888,-36239.5888,0.0,52615.9008,0,201251.9684,0.0,5.52212291958939,5.52212291958939,0.0,5.52212291958939,5.52212291958939,2055.0,2055.0,15.953,15.953,4.9785,4.9785,50329.4958,27592.0112,7110.4494,90149.2648,0,50329.4958,27592.0112,0,41681.9181,0
9,9,30,3.2,550,244,0,0,0.55,0.5,0.5,0,5117.3084,0,-26564.1179,-26564.1179,0.0,52615.9008,0,201251.9684,0.0,5.52212291958939,5.52212291958939,0.0,5.52212291958939,5.52212291958939,2055.0,2055.0,15.953,15.953,4.9785,4.9785,50329.4958,27592.0112,7110.4494,90149.2648,0,50329.4958,27592.0112,17.9983,51375.3875,0
10,10,35,3.2,550,244,0,0,0.55,0.5,0.5,0,5117.3084,0,-17881.7833,-17881.7833,0.0,52615.9008,0,201251.9684,0.0,5.52212291958939,5.52212291958939,0.0,5.52212291958939,5.52212291958939,2055.0,2055.0,15.953,15.953,4.9785,4.9785,50329.4958,27592.0112,7110.4494,90149.2648,0,50329.4958,27592.0112,1029.1331,61068.8568,0
11,11,40,3.2,550,244,0,0,0.55,0.5,0.5,0,5117.3084,0,-9812.7924,-9812.7924,0.0,52615.9008,0,201251.9684,0.0,5.52212291958939,5.52212291958939,0.0,5.52212291958939,5.52212291958939,2055.0,2055.0,15.953,15.953,4.9785,4.9785,50329.4958,27592.0112,7110.4494,90149.2648,0,50329.4958,27592.0112,2653.6115,70762.3261,0
12,12,45,3.2,550,244,0,0,0.55,0.5,0.5,0,5117.3084,0,-2121.9188,-2121.9188,0.09184866960024671,52615.9008,0,201251.9684,0.0,5.52212291958939,5.52212291958939,0.0,5.52212291958939,5.52212291958939,2055.0,2055.0,15.953,15.953,4.9785,4.9785,50329.4958,27592.0112,7110.4494,90149.2648,0,50329.4958,27592.0112,4656.2073,80455.7955,0
13,13,50,3.2,550,244,0,0,0.55,0.5,0.5,0,5117.3084,0,5117.3084,5117.3084,0.4431631569193245,52615.9008,0,201251.9684,0.0,5.52212291958939,5.52212291958939,0.0,5.52212291958939,5.52212291958939,2055.0,2055.0,15.953,15.953,4.9785,4.9785,50329.4958,27592.0112,7110.4494,90149.2648,0,50329.4958,27592.0112,7110.4494,90149.2648,0
14,14,55,3.2,550,244,0,0,0.55,0.5,0.5,0,5117.3084,0,12150.5836,12150.5836,0.7944776442384027,52615.9008,0,201251.9684,0.0,5.52212291958939,5.52212291958939,0.0,5.52212291958939,5.52212291958939,2055.0,2055.0,15.953,15.953,4.9785,4.9785,50329.4958,27592.0112,7110.4494,90149.2648,0,50329.4958,27592.0112,9770.6436,99842.7341,0
15,15,60,3.2,550,244,0,0,0.55,0.5,0.5,0,5117.3084,0,19092.932,19092.932,1.1457921315574808,52615.9008,0,201251.9684,0.0,5.52212291958939,5.52212291958939,0.0,5.52212291958939,5.52212291958939,2055.0,2055.0,15.953,15.953,4.9785,4.9785,50329.4958,27592.0112,7110.4494,90149.2648,0,50329.4958,27592.0112,12521.7645,109536.2035,0
16,16,25,3.2,550,244,0,0,0.6,0.5,0.5,0,2608.9438,0,-38747.9535,-38747.9535,0.0,52615.9008,0,201251.9684,0.0,5.52212291958939,5.52212291958939,0.0,5.52212291958939,5.52212291958939,2055.0,2055.0,15.953,15.953,5.4311,5.4311,50329.4958,30100.3758,7110.4494,90149.2648,0,50329.4958,30100.3758,0,41681.9181,0
17,17,30,3.2,550,244,0,0,0.6,0.5,0.5,0,2608.9438,0,-29072.4825,-29072.4825,0.0,52615.9008,0,201251.9684,0.0,5.52212291958939,5.52212291958939,0.0,5.52212291958939,5.52212291958939,2055.0,2055.0,15.953,15.953,5.4311,5.4311,50329.4958,30100.3758,7110.4494,90149.2648,0,50329.4958,30100.3758,17.9983,51375.3875,0
18,18,35,3.2,550,244,0,0,0.6,0.5,0.5,0,2608.9438,0,-20390.148,-20390.148,0.0,52615.9008,0,201251.9684,0.0,5.52212291958939,5.52212291958939,0.0,5.52212291958939,5.52212291958939,2055.0,2055.0,15.953,15.953,5.4311,5.4311,50329.4958,30100.3758,7110.4494,90149.2648,0,50329.4958,30100.3758,1029.1331,61068.8568,0
19,19,40,3.2,550,244,0,0,0.6,0.5,0.5,0,2608.9438,0,-12321.157,-12321.157,0.0,52615.9008,0,201251.9684,0.0,5.52212291958939,5.52212291958939,0.0,5.52212291958939,5.52212291958939,2055.0,2055.0,15.953,15.953,5.4311,5.4311,50329.4958,30100.3758,7110.4494,90149.2648,0,50329.4958,30100.3758,2653.6115,70762.3261,0
20,20,45,3.2,550,244,0,0,0.6,0.5,0.5,0,2608.9438,0,-4630.2835,-4630.2835,0.0008612571553951859,52615.9008,0,201251.9684,0.0,5.52212291958939,5.52212291958939,0.0,5.52212291958939,5.52212291958939,2055.0,2055.0,15.953,15.953,5.4311,5.4311,50329.4958,30100.3758,7110.4494,90149.2648,0,50329.4958,30100.3758,4656.2073,80455.7955,0
21,21,50,3.2,550,244,0,0,0.6,0.5,0.5,0,2608.9438,0,2608.9438,2608.9438,0.3229034277237673,52615.9008,0,201251.9684,0.0,5.52212291958939,5.52212291958939,0.0,5.52212291958939,5.52212291958939,2055.0,2055.0,15.953,15.953,5.4311,5.4311,50329.4958,30100.3758,7110.4494,90149.2648,0,50329.4958,30100.3758,7110.4494,90149.2648,0
22,22,55,3.2,550,244,0,0,0.6,0.5,0.5,0,2608.9438,0,9642.2189,9642.2189,0.6449455982921392,52615.9008,0,201251.9684,0.0,5.52212291958939,5.52212291958939,0.0,5.52212291958939,5.52212291958939,2055.0,2055.0,15.953,15.953,5.4311,5.4311,50329.4958,30100.3758,7110.4494,90149.2648,0,50329.4958,30100.3758,9770.6436,99842.7341,0
23,23,60,3.2,550,244,0,0,0.6,0.5,0.5,0,2608.9438,0,16584.5674,16584.5674,0.9669877688605113,52615.9008,0,201251.9684,0.0,5.52212291958939,5.52212291958939,0.0,5.52212291958939,5.52212291958939,2055.0,2055.0,15.953,15.953,5.4311,5.4311,50329.4958,30100.3758,7110.4494,90149.2648,0,50329.4958,30100.3758,12521.7645,109536.2035,0
24,24,25,3.2,550,244,0,0,0.5,0.55,0.55,0,10398.0917,0,-34595.982,-34595.982,0.0,52615.9008,0,201251.9684,0.0,6.074335211548331,6.074335211548331,0.0,6.074335211548331,6.074335211548331,2055.0,2055.0,15.953,15.953,4.1145,4.1145,55362.4454,25083.6465,8320.0077,99164.1913,0,55362.4454,25083.6465,0,45850.11,0
25,25,30,3.2,550,244,0,0,0.5,0.55,0.55,0,10398.0917,0,-24073.1884,-24073.1884,0.0,52615.9008,0,201251.9684,0.0,6.074335211548331,6.074335211548331,0.0,6.074335211548331,6.074335211548331,2055.0,2055.0,15.953,15.953,4.1145,4.1145,55362.4454,25083.6465,8320.0077,99164.1913,0,55362.4454,25083.6465,140.0227,56512.9262,0
26,26,35,3.2,550,244,0,0,0.5,0.55,0.55,0,10398.0917,0,-14674.3565,-14674.3565,0.0,52615.9008,0,201251.9684,0.0,6.074335211548331,6.074335211548331,0.0,6.074335211548331,6.074335211548331,2055.0,2055.0,15.953,15.953,4.1145,4.1145,55362.4454,25083.6465,8320.0077,99164.1913,0,55362.4454,25083.6465,1404.0071,67175.7425,0
27,27,40,3.2,550,244,0,0,0.5,0.55,0.55,0,10398.0917,0,-5876.1416,-5876.1416,0.0,52615.9008,0,201251.9684,0.0,6.074335211548331,6.074335211548331,0.0,6.074335211548331,6.074335211548331,2055.0,2055.0,15.953,15.953,4.1145,4.1145,55362.4454,25083.6465,8320.0077,99164.1913,0,55362.4454,25083.6465,3268.6084,77838.5588,0
28,28,45,3.2,550,244,0,0,0.5,0.55,0.55,0,10398.0917,0,2494.0352,2494.0352,0.3211323197400533,52615.9008,0,201251.9684,0.0,6.074335211548331,6.074335211548331,0.0,6.074335211548331,6.074335211548331,2055.0,2055.0,15.953,15.953,4.1145,4.1145,55362.4454,25083.6465,8320.0077,99164.1913,0,55362.4454,25083.6465,5561.2479,88501.375,0
29,29,50,3.2,550,244,0,0,0.5,0.55,0.55,0,10398.0917,0,10398.0917,10398.0917,0.7462166869669228,52615.9008,0,201251.9684,0.0,6.074335211548331,6.074335211548331,0.0,6.074335211548331,6.074335211548331,2055.0,2055.0,15.953,15.953,4.1145,4.1145,55362.4454,25083.6465,8320.0077,99164.1913,0,55362.4454,25083.6465,8320.0077,99164.1913,0
30,30,55,3.2,550,244,0,0,0.5,0.55,0.55,0,10398.0917,0,18118.1142,18118.1142,1.171301054193793,52615.9008,0,201251.9684,0.0,6.074335211548331,6.074335211548331,0.0,6.074335211548331,6.074335211548331,2055.0,2055.0,15.953,15.953,4.1145,4.1145,55362.4454,25083.6465,8320.0077,99164.1913,0,55362.4454,25083.6465,11262.8014,109827.0076,0
31,31,60,3.2,550,244,0,0,0.5,0.55,0.55,0,10398.0917,0,25740.9143,25740.9143,1.5963854214206623,52615.9008,0,201251.9684,0.0,6.074335211548331,6.074335211548331,0.0,6.074335211548331,6.074335211548331,2055.0,2055.0,15.953,15.953,4.1145,4.1145,55362.4454,25083.6465,8320.0077,99164.1913,0,55362.4454,25083.6465,14302.8176,120489.8238,0
32,32,25,3.2,550,244,0,0,0.55,0.55,0.55,0,7889.727,0,-37104.3466,-37104.3466,0.0,52615.9008,0,201251.9684,0.0,6.074335211548331,6.074335211548331,0.0,6.074335211548331,6.074335211548331,2055.0,2055.0,15.953,15.953,4.5259,4.5259,55362.4454,27592.0112,8320.0077,99164.1913,0,55362.4454,27592.0112,0,45850.11,0
33,33,30,3.2,550,244,0,0,0.55,0.55,0.55,0,7889.727,0,-26581.553,-26581.553,0.0,52615.9008,0,201251.9684,0.0,6.074335211548331,6.074335211548331,0.0,6.074335211548331,6.074335211548331,2055.0,2055.0,15.953,15.953,4.5259,4.5259,55362.4454,27592.0112,8320.0077,99164.1913,0,55362.4454,27592.0112,140.0227,56512.9262,0
34,34,35,3.2,550,244,0,0,0.55,0.55,0.55,0,7889.727,0,-17182.7211,-17182.7211,0.0,52615.9008,0,201251.9684,0.0,6.074335211548331,6.074335211548331,0.0,6.074335211548331,6.074335211548331,2055.0,2055.0,15.953,15.953,4.5259,4.5259,55362.4454,27592.0112,8320.0077,99164.1913,0,55362.4454,27592.0112,1404.0071,67175.7425,0
35,35,40,3.2,550,244,0,0,0.55,0.55,0.55,0,7889.727,0,-8384.5063,-8384.5063,0.0,52615.9008,0,201251.9684,0.0,6.074335211548331,6.074335211548331,0.0,6.074335211548331,6.074335211548331,2055.0,2055.0,15.953,15.953,4.5259,4.5259,55362.4454,27592.0112,8320.0077,99164.1913,0,55362.4454,27592.0112,3268.6084,77838.5588,0
36,36,45,3.2,550,244,0,0,0.55,0.55,0.55,0,7889.727,0,-14.3295,-14.3295,0.20103357701967556,52615.9008,0,201251.9684,0.0,6.074335211548331,6.074335211548331,0.0,6.074335211548331,6.074335211548331,2055.0,2055.0,15.953,15.953,4.5259,4.5259,55362.4454,27592.0112,8320.0077,99164.1913,0,55362.4454,27592.0112,5561.2479,88501.375,0
37,37,50,3.2,550,244,0,0,0.55,0.55,0.55,0,7889.727,0,7889.727,7889.727,0.5874795130706613,52615.9008,0,201251.9684,0.0,6.074335211548331,6.074335211548331,0.0,6.074335211548331,6.074335211548331,2055.0,2055.0,15.953,15.953,4.5259,4.5259,55362.4454,27592.0112,8320.0077,99164.1913,0,55362.4454,27592.0112,8320.0077,99164.1913,0
38,38,55,3.2,550,244,0,0,0.55,0.55,0.55,0,7889.727,0,15609.7495,15609.7495,0.973925449121647,52615.9008,0,201251.9684,0.0,6.074335211548331,6.074335211548331,0.0,6.074335211548331,6.074335211548331,2055.0,2055.0,15.953,15.953,4.5259,4.5259,55362.4454,27592.0112,8320.0077,99164.1913,0,55362.4454,27592.0112,11262.8014,109827.0076,0
39,39,60,3.2,550,244,0,0,0.55,0.55,0.55,0,7889.727,0,23232.5497,23232.5497,1.360371385172633,52615.9008,0,201251.9684,0.0,6.074335211548331,6.074335211548331,0.0,6.074335211548331,6.074335211548331,2055.0,2055.0,15.953,15.953,4.5259,4.5259,55362.4454,27592.0112,8320.0077,99164.1913,0,55362.4454,27592.0112,14302.8176,120489.8238,0
40,40,25,3.2,550,244,0,0,0.6,0.55,0.55,0,5381.3624,0,-39612.7113,-39612.7113,0.0,52615.9008,0,201251.9684,0.0,6.074335211548331,6.074335211548331,0.0,6.074335211548331,6.074335211548331,2055.0,2055.0,15.953,15.953,4.9373,4.9373,55362.4454,30100.3758,8320.0077,99164.1913,0,55362.4454,30100.3758,0,45850.11,0
41,41,30,3.2,550,244,0,0,0.6,0.55,0.55,0,5381.3624,0,-29089.9177,-29089.9177,0.0,52615.9008,0,201251.9684,0.0,6.074335211548331,6.074335211548331,0.0,6.074335211548331,6.074335211548331,2055.0,2055.0,15.953,15.953,4.9373,4.9373,55362.4454,30100.3758,8320.0077,99164.1913,0,55362.4454,30100.3758,140.0227,56512.9262,0
42,42,35,3.2,550,244,0,0,0.6,0.55,0.55,0,5381.3624,0,-19691.0858,-19691.0858,0.0,52615.9008,0,201251.9684,0.0,6.074335211548331,6.074335211548331,0.0,6.074335211548331,6.074335211548331,2055.0,2055.0,15.953,15.953,4.9373,4.9373,55362.4454,30100.3758,8320.0077,99164.1913,0,55362.4454,30100.3758,1404.0071,67175.7425,0
43,43,40,3.2,550,244,0,0,0.6,0.55,0.55,0,5381.3624,0,-10892.8709,-10892.8709,0.0,52615.9008,0,201251.9684,0.0,6.074335211548331,6.074335211548331,0.0,6.074335211548331,6.074335211548331,2055.0,2055.0,15.953,15.953,4.9373,4.9373,55362.4454,30100.3758,8320.0077,99164.1913,0,55362.4454,30100.3758,3268.6084,77838.5588,0
44,44,45,3.2,550,244,0,0,0.6,0.55,0.55,0,5381.3624,0,-2522.6941,-2522.6941,0.1009486314250592,52615.9008,0,201251.9684,0.0,6.074335211548331,6.074335211548331,0.0,6.074335211548331,6.074335211548331,2055.0,2055.0,15.953,15.953,4.9373,4.9373,55362.4454,30100.3758,8320.0077,99164.1913,0,55362.4454,30100.3758,5561.2479,88501.375,0
45,45,50,3.2,550,244,0,0,0.6,0.55,0.55,0,5381.3624,0,5381.3624,5381.3624,0.45519501905026816,52615.9008,0,201251.9684,0.0,6.074335211548331,6.074335211548331,0.0,6.074335211548331,6.074335211548331,2055.0,2055.0,15.953,15.953,4.9373,4.9373,55362.4454,30100.3758,8320.0077,99164.1913,0,55362.4454,30100.3758,8320.0077,99164.1913,0
46,46,55,3.2,550,244,0,0,0.6,0.55,0.55,0,5381.3624,0,13101.3849,13101.3849,0.8094414066754776,52615.9008,0,201251.9684,0.0,6.074335211548331,6.074335211548331,0.0,6.074335211548331,6.074335211548331,2055.0,2055.0,15.953,15.953,4.9373,4.9373,55362.4454,30100.3758,8320.0077,99164.1913,0,55362.4454,30100.3758,11262.8014,109827.0076,0
47,47,60,3.2,550,244,0,0,0.6,0.55,0.55,0,5381.3624,0,20724.185,20724.185,1.163687794300687,52615.9008,0,201251.9684,0.0,6.074335211548331,6.074335211548331,0.0,6.074335211548331,6.074335211548331,2055.0,2055.0,15.953,15.953,4.9373,4.9373,55362.4454,30100.3758,8320.0077,99164.1913,0,55362.4454,30100.3758,14302.8176,120489.8238,0
48,48,25,3.2,550,244,0,0,0.5,0.6,0.6,0,13170.5103,0,-35460.7397,-35460.7397,0.0,52615.9008,0,201251.9684,0.0,6.626547503507268,6.626547503507268,0.0,6.626547503507268,6.626547503507268,2055.0,2055.0,15.953,15.953,3.7716,3.7716,60395.395,25083.6465,9529.566,108179.1178,0,60395.395,25083.6465,0,50018.3018,0
49,49,30,3.2,550,244,0,0,0.5,0.6,0.6,0,13170.5103,0,-24120.4909,-24120.4909,0.0,52615.9008,0,201251.9684,0.0,6.626547503507268,6.626547503507268,0.0,6.626547503507268,6.626547503507268,2055.0,2055.0,15.953,15.953,3.7716,3.7716,60395.395,25083.6465,9529.566,108179.1178,0,60395.395,25083.6465,291.9144,61650.465,0
50,50,35,3.2,550,244,0,0,0.5,0.6,0.6,0,13170.5103,0,-13994.5803,-13994.5803,0.0,52615.9008,0,201251.9684,0.0,6.626547503507268,6.626547503507268,0.0,6.626547503507268,6.626547503507268,2055.0,2055.0,15.953,15.953,3.7716,3.7716,60395.395,25083.6465,9529.566,108179.1178,0,60395.395,25083.6465,1798.167,73282.6282,0
51,51,40,3.2,550,244,0,0,0.5,0.6,0.6,0,13170.5103,0,-4461.2077,-4461.2077,0.0,52615.9008,0,201251.9684,0.0,6.626547503507268,6.626547503507268,0.0,6.626547503507268,6.626547503507268,2055.0,2055.0,15.953,15.953,3.7716,3.7716,60395.395,25083.6465,9529.566,108179.1178,0,60395.395,25083.6465,3896.9576,84914.7914,0
52,52,45,3.2,550,244,0,0,0.5,0.6,0.6,0,13170.5103,0,4584.0297,4584.0297,0.4412339767930299,52615.9008,0,201251.9684,0.0,6.626547503507268,6.626547503507268,0.0,6.626547503507268,6.626547503507268,2055.0,2055.0,15.953,15.953,3.7716,3.7716,60395.395,25083.6465,9529.566,108179.1178,0,60395.395,25083.6465,6483.8834,96546.9546,0
53,53,50,3.2,550,244,0,0,0.5,0.6,0.6,0,13170.5103,0,13170.5103,13170.5103,0.9049623774041607,52615.9008,0,201251.9684,0.0,6.626547503507268,6.626547503507268,0.0,6.626547503507268,6.626547503507268,2055.0,2055.0,15.953,15.953,3.7716,3.7716,60395.395,25083.6465,9529.566,108179.1178,0,60395.395,25083.6465,9529.566,108179.1178,0
54,54,55,3.2,550,244,0,0,0.5,0.6,0.6,0,13170.5103,0,21577.2802,21577.2802,1.3686907780152906,52615.9008,0,201251.9684,0.0,6.626547503507268,6.626547503507268,0.0,6.626547503507268,6.626547503507268,2055.0,2055.0,15.953,15.953,3.7716,3.7716,60395.395,25083.6465,9529.566,108179.1178,0,60395.395,25083.6465,12754.9593,119811.281,0
55,55,60,3.2,550,244,0,0,0.5,0.6,0.6,0,13170.5103,0,29880.532,29880.532,1.832419178626422,52615.9008,0,201251.9684,0.0,6.626547503507268,6.626547503507268,0.0,6.626547503507268,6.626547503507268,2055.0,2055.0,15.953,15.953,3.7716,3.7716,60395.395,25083.6465,9529.566,108179.1178,0,60395.395,25083.6465,16083.8707,131443.4442,0
56,56,25,3.2,550,244,0,0,0.55,0.6,0.6,0,10662.1456,0,-37969.1044,-37969.1044,0.0,52615.9008,0,201251.9684,0.0,6.626547503507268,6.626547503507268,0.0,6.626547503507268,6.626547503507268,2055.0,2055.0,15.953,15.953,4.1487,4.1487,60395.395,27592.0112,9529.566,108179.1178,0,60395.395,27592.0112,0,50018.3018,0
